Recipe ID,Recipe Title,Weight Per Serving,Vegetarian,Vegan,Gluten Free,Dairy Free,Minutes,Dish Type,Ingredients,Ingredients,Calories,Alcohol,Instructions
451,Lamb Verde,189,FALSE,FALSE,TRUE,TRUE,45,"lunch,main course,main dish,dinner","anchovies,capers,chives,dijon mustard,egg yolk,garlic,parsley,rack of lamb,rock salt",,642,0,
452,Cauliflower Cannelloni,958,FALSE,FALSE,FALSE,FALSE,45,"lunch,main course,main dish,dinner","anchovies,broccoflower,broccoli,cauliflower,cream,dried basil,extra virgin olive oil,fresh basil leaves,garlic cloves,ground pepper,mozzarella,red chili flakes,red wine vinegar,sea salt,shells,tomato sauce,plus",,1.107,0,
453,Pissaladière Tartlets,144,FALSE,FALSE,FALSE,TRUE,45,side dish,"balsamic vinegar,canned anchovy,fresh thyme,fresh thyme leaves,olive oil,olives,onion,salt,white bread",,76,0,
454,Pasta Puttanesca,1618,FALSE,FALSE,FALSE,FALSE,35,side dish,"anchovy,canned tomatoes,capers,crushed red pepper,fettuccine,fresh parsley,garlic cloves,kalamata olives,olive oil,parmesan cheese,water",,411,0,"Heat olive oil in a large nonstick skillet over medium-high heat. Add onion, and saut 10 minutes. Stir in salt and anchovies; saut 10 minutes. Stir in vinegar and chopped thyme. Reduce the heat to medium-low; cook 3 minutes or until liquid is absorbed, stirring frequently. Stir in olives. Cool to room temperature. Preheat oven to 375. Trim crusts from bread; reserve crusts for another use. Lightly coat both sides of bread with cooking spray. Place 1 slice into each of 24 miniature muffin cups, pressing bread into pan to form cups (bread tips will stick up). Bake at 375 for 10 minutes or until dry and golden. Carefully remove the bread cups from pan; cool on a wire rack. Spoon 1 heaping tablespoon onion mixture into each bread cup. Sprinkle evenly with whole thyme leaves."
455,Chicken Puttanesca,181,TRUE,FALSE,TRUE,FALSE,30,side dish,"cherry tomatoes,fresh mozzarella cheese,garlic,kalamata olives,kosher salt,olive oil,oregano leaves,pepper,red chile flakes,boned",,208,0,"Heat a large nonstick skillet over medium heat. Add 2 tablespoons oil to pan. Add garlic; cook 30 seconds, stirring constantly. Add anchovies; mash in pan to form a paste. Stir in tomatoes and next 4 ingredients (through pepper); cook 5 minutes, stirring occasionally. Bring 6 quarts water to a boil. Add pasta; cook 8 minutes or until almost al dente. Drain in a colander over a bowl, reserving 1/2 cup pasta water. Add pasta and reserved pasta water to tomato mixture; increase heat to medium-high. Cook 5 minutes or until pasta is al dente, tossing to combine. Spoon 1 1/2 cups pasta into each of 4 bowls. Drizzle each serving with 3/4 teaspoon oil; sprinkle with cheese."
457,Spaghetti Alla Puttanesca,261,FALSE,FALSE,FALSE,TRUE,20,"lunch,main course,main dish,dinner","anchovy,black olives,capers,crushed red pepper,fresh parsley,garlic,kosher salt,olive oil,spaghetti,tomatoes",,563,0,"Heat oven to 450 with a rack set 5 in. from the heat source. Heat oil in a large ovenproof frying pan over high heat. Sprinkle chicken with salt and pepper. Brown chicken in hot oil on one side, about 4 minutes. Turn chicken over and add chile flakes, garlic, tomatoes, oregano, and olives. Transfer pan to oven and cook until chicken is cooked through, about 20 minutes. Lay cheese over chicken and bake just until melted and browned, 2 minutes. Note: Nutritional analysis is per serving."
458,Grilled Trout Fillets with Crunchy Pine-nut Lemon Topping,112,FALSE,FALSE,FALSE,TRUE,30,side dish,"bell pepper,flat leaf parsley leaves,garlic,lemon juice,lemon zest,oil packed tuna,olive oil,panko,pine nuts,radicchio,salt,tofu skin",,215,0,
459,Pasta Puttanesca,1618,FALSE,FALSE,FALSE,FALSE,35,side dish,"anchovy,canned tomatoes,capers,crushed red pepper,fettuccine,fresh parsley,garlic cloves,kalamata olives,olive oil,parmesan cheese,water",,411,0,"Toast pine nuts in a wide (not nonstick) frying pan over medium heat until lightly toasted, about 3 minutes. Pour into a medium bowl and set aside. In the same pan, heat 1 tbsp. olive oil over medium heat until just warm and add panko. Toast panko, stirring occasionally, until a shade darker, about 5 minutes. Add anchovies and garlic; stir to combine well. Add panko mixture to pine nuts. Stir in 1/4 tsp. salt, the lemon zest, and parsley. Preheat a gas or charcoal grill to high (you can hold your hand 1 to 2 in. above cooking grate only 2 to 3 seconds). Cut each radicchio head in half, cut each half into 3 wedges, and brush cut sides with olive oil. Skewer wedges onto metal skewers, 3 per skewer. Grill radicchio skewers (close lid on gas grill), 2 minutes. Turn radicchio skewers over. Brush fish on both sides with olive oil and grill, skin side down, 3 to 4 minutes (close lid on gas grill), or until they look opaque (cut to test) and loosen easily. Using 2 spatulas, gently turn fish over (close lid on gas grill) and cook 1 minute more. Transfer fillets to plates and radicchio to a cutting board. Season fish with salt, pepper, and a few drops of lemon juice to taste. Remove skewers from grilled radicchio and chop radicchio roughly. Toss with remaining lemon juice and remaining 1/2 tsp. salt. Stir remaining 3 tbsp. olive oil into bread crumbs and spoon over flesh side of fish. Serve fish with radicchio. Note: Nutritional analysis is per serving."
460,Onion Pissaladière,258,FALSE,FALSE,FALSE,TRUE,45,side dish,"black pepper,canned anchovy,fresh thyme,olive oil,olives,refrigerated pizza dough,vidalia",,211,0,"Heat a large nonstick skillet over medium heat. Add 2 tablespoons oil to pan. Add garlic; cook 30 seconds, stirring constantly. Add anchovies; mash in pan to form a paste. Stir in tomatoes and next 4 ingredients (through pepper); cook 5 minutes, stirring occasionally. Bring 6 quarts water to a boil. Add pasta; cook 8 minutes or until almost al dente. Drain in a colander over a bowl, reserving 1/2 cup pasta water. Add pasta and reserved pasta water to tomato mixture; increase heat to medium-high. Cook 5 minutes or until pasta is al dente, tossing to combine. Spoon 1 1/2 cups pasta into each of 4 bowls. Drizzle each serving with 3/4 teaspoon oil; sprinkle with cheese."
461,Easy Caesar Salad,82,FALSE,FALSE,FALSE,FALSE,45,salad,"anchovy,black pepper,dijon mustard,egg yolk,french bread,garlic cloves,lemon juice,olive oil,parmesan cheese,red wine vinegar,romaine lettuce,salt,water",,103,0,"Heat olive oil in a large nonstick skillet over medium heat. Add onion and anchovies to pan. Cover and cook for 25 minutes or until onion is very tender, stirring occasionally. Uncover and cook 10 minutes or until onion is golden brown, stirring often. Stir in 2 teaspoons thyme and pepper. Keep warm. Preheat oven to 400. Press dough into a 15 x 10-inch jelly-roll pan coated with cooking spray. Bake at 400 for 15 minutes or until lightly browned. Remove from oven. Arrange onion mixture evenly over crust; top with olives. Cut into squares. Garnish with thyme sprigs, if desired. Serve immediately."
462,Cavatappi Niçoise,245,FALSE,FALSE,FALSE,TRUE,32,"lunch,main course,main dish,dinner","anchovy,balsamic vinegar,black pepper,capers,cavatappi pasta,extravirgin olive oil,grape tomatoes,haricots verts,olives,red wine vinegar,salt,shallots,solid white tuna packed in water",,398,0,"Heat oil in a small saucepan over medium heat. Stir in garlic. Remove pan from heat; let stand 5 minutes. Remove garlic from oil with a slotted spoon; discard garlic. Preheat broiler. Place bread on a baking sheet. Drizzle bread with 1 1/2 teaspoons oil; toss to coat. Arrange bread in an even layer. Broil 6 inches from heat for 2 minutes or until lightly browned, stirring after 1 minute. Turn oven off. Place pan on middle oven rack; close oven door. Add juice and next 6 ingredients (through egg yolk) to remaining oil in pan. Cook over medium heat 30 seconds or until mixture thickens and begins to bubble around edges, stirring constantly. Pour mixture into a small bowl; cool to room temperature. Place lettuce in a large bowl. Add egg mixture, cheese, and pepper; toss gently to coat. Add bread; toss gently to combine. Serve immediately."
463,Bagna Cauda Bruschetta,53,FALSE,FALSE,FALSE,TRUE,45,side dish,"baguette,canned anchovy,extravirgin olive oil,fresh flat-leaf parsley,garlic cloves,lemon juice,red bell pepper,salt,zucchini",,100,0,"Cook beans in boiling water 3 minutes; remove with a slotted spoon. Rinse under cold water; drain. Place beans in a large bowl. Cook pasta according to package directions, omitting salt and fat. Drain and rinse under cold water; drain. Add pasta to beans. Drain tuna through a sieve over a bowl, reserving oil. Flake tuna with a fork. Add tuna and next 4 ingredients (through capers) to bowl; toss. Combine reserved oil, olive oil, and remaining ingredients in a blender; process until smooth. Pour oil mixture over pasta mixture; toss to coat."
464,Osso bucco,1130,FALSE,FALSE,FALSE,FALSE,45,"lunch,main course,main dish,dinner","anchovy,beef stock,butter,butter,colored sprinkles,flour,garlic,garlic cloves,lemon zest,lemon zest,olive oil,onion,onion,osso buco,parsley,rye meal,salt and pepper,stew meat,stew meat,stew meat,stock,tomato paste,tomato paste,veal,veal",,1.140,0,"Preheat broiler. Arrange baguette slices in an even layer on a baking sheet. Broil 1 minute or until toasted. Cool completely on baking sheet. Prepare grill or grill pan. Slice zucchini lengthwise into 3 equal pieces. Arrange zucchini pieces and bell pepper quarters, skin side down, in a single layer on grill rack or grill pan coated with cooking spray, and grill 3 minutes on each side or until lightly browned and crisp-tender. Chop zucchini and bell pepper; cover and keep warm. Combine juice, salt, garlic, and anchovies in a small food processor; process 30 seconds or until mixture forms a paste. Add oil; pulse 10 times or until combined. Spoon mixture into a small saucepan; bring to a simmer over medium-high heat. Remove from heat; stir in parsley. Place 2 baguette slices on each of 12 plates. Drizzle each slice with about 1/2 teaspoon oil mixture, and top with about 1 tablespoon vegetables. Serve immediately."
465,Spaghetti with puttanesca,517,FALSE,FALSE,FALSE,TRUE,45,"lunch,main course,main dish,dinner","canned anchovy,capers,extra virgin olive oil,garlic cloves,kalamata olives,parsley,pasta sauce,red chili,skinned black gram,spaghetti,spaghetti,tomatoes",,985,0,"Osso buccoVeal shanks have a richness unlike any other cut of meat and turn this stewinto an extraordinary meal.four 112in (4cm) thick veal shankssalt and freshly ground black pepper14 cup all-purpose flour2 tbsp butter2 tbsp olive oil1 small onion, chopped4 garlic cloves, chopped12 cup beef stock or water, as needed14 cup tomato paste3 tbsp chopped parsley2 anchovy fillets in oil, mincedgrated zest of 1 lemonSeason the veal with salt and pepper. Dredge in the flour and shake off any excess.Melt the butter with the oil in the casserole over medium-high heat. Add the veal and cook,turning occasionally, about 5 minutes, or until browned all over. Transfer to a plate. Add the onionand garlic to the casserole and reduce the heat to medium-low. Cook, stirring occasionally, for 5minutes or until softened but not colored.Stir in the stock and tomato paste, season with salt and pepper, and bring to a boil. Return theveal to the casserole. Reduce the heat to low and cover. Simmer for 112 hours or until the veal istender. Check the stew occasionally, and if the cooking liquid has reduced too much, add morestock. The finished cooking liquid should be thick.Stir the parsley, anchovies, and lemon zest into the casserole. Adjust the seasoning as requiredand serve immediately.Good wIth a saffron-flavored risotto or cooked long-grain rice or your favorite pasta.The stew can be cooked, then chilled for up to 2 days. Reheat gently ."
466,"Rachael Ray's ""now You'll Be Living A Lot Longer"" Spaghetti",245,FALSE,FALSE,FALSE,FALSE,45,"lunch,main course,main dish,dinner","anchovy,egg yolks,extra virgin olive oil,garlic cloves,kale,lemon,nutmeg,pecorino romano cheese,pepper,salt,spaghetti,worcestershire sauce",,752,0,
467,Salmon Salsa Verde,206,FALSE,FALSE,TRUE,TRUE,15,"lunch,main course,main dish,dinner","anchovies,basil,capers,mint,olive oil,parsley,salmon,watercress",,293,0,
468,Caesar Salad,170,FALSE,FALSE,TRUE,FALSE,4,salad,"anchovies,bell pepper,croutons,egg,garlic clove,hearts of romaine,bbq sauce,lemon juice,olive oil,romano cheese,sea salt,tabasco",,188,0,"Heat the oven to 180c.Weigh out all the ingredients. Remove any large stalks from the watercress and mint.Either finely chop all of ingredients (except for the salmon) and mix them together in a bowl with the olive oil or blend them in a food processor with the olive oil.Remove any bones from the salmon fillets and put them, skin side down, onto an oiled baking tray. Then coat the top side of each filet with the salsa verde.Put the tray into oven for 15 minutes. Then remove the salmon from the oven and allow them to rest for 5 minutes.Serve. We served it with pan roasted potatoes."
469,Home,1116,FALSE,FALSE,TRUE,TRUE,45,"lunch,main course,main dish,dinner","anchovy paste,basil,bay leaves,clams,dry white wine,dungeness crab,fish,flat leaf parsley,flat leaf parsley,garlic,kosher salt,shrimp,parsnip,onion,oregano,roma tomatoes,sea bass,onions,stewed tomatoes,thyme,water,headgarlic,ribscelery",,575,13,"My good friend Hank who lives in a converted church in Lincoln, R.I. reacted to a piece I wrote about Skinny Bitch's vegetarian advocacy with a strongly worded email:hmm, let's see-give me a pack of Camels....a 5th of bourbon and for lunch I'll have tuna and steak tartar....with bacon. Clearly what's good for the goose is not good for my friend Hank. And I have to agree with him--except for the ""pack of Camels""--all the rest sounds good.So for Hank and all other guys, here's my version of a dream meal: Caesar Salad, Sauteed Shrimp with Shiitake Mushrooms, Grilled Steak with a Baked Tomato, and a Dirty Martini.Baked TomatoGet the tomatoes started while you prepare the rest of the meal, so they'll be ready to serve when you've finished the other dishes.Yield: 4 servingsTime: 45 minutesIngredients4 tomatoes, farmers' market fresh, washed2 tablespoons bread crumbs, preferably homemadeOlive oilSea salt and black pepperMethodPreheat the oven to 350 degrees. Cut the top off the tomatoes, drizzle with olive oil, season with sea salt and black pepper, top with a sprinkling of bread crumbs, and drizzle with olive oil (again).Put on a Silpat sheet or piece of aluminum foil on a baking sheet. Bake for 30-45 minutes or until the tomato has started to collapse.Caesar SaladYield: 4 servingsTime: 30 minutesIngredients1 garlic clove, skin off1/4 teaspoon sea salt4 anchovies1 egg, farmers' market fresh1/4 teaspoon Worcester sauce2-3 drops of Tabasco, optional2 hearts of romaine3-4 tablespoons olive oil depending on taste1 teaspoon lemon juice, freshly squeezed1/4 cup Parmesan or Romano cheese, freshly grated1/2 cup croutonsBlack pepperMethodUse a wooden bowl if you have one. Sprinkle the sea salt on a wooden cutting board. Mash the garlic back and forth on the salt with the flat side of a chef's knife, then sweep the garlic-salt mash into the salad bowl.Boil water in a small saucepan. Add the egg and cook for 4 minutes. Remove the egg, let cool, then open, scoop out the yolk and white with a small spoon, and add to the salad bowl along with the Worcester sauce, Tabasco (optional), olive oil, and lemon juice.With a fork, mash the anchovies into pieces against the side of the salad bowl and dissolve them in the dressing. Mix well.Tear the romaine leaves into pieces, add to the salad bowl, top with the grated cheese, croutons, and season with the pepper. Toss to coat the leaves. Taste and adjust the flavors by adding more lemon juice or sea salt.Sauteed Shrimp with Shiitake MushroomsYield: 4 servingsTime: 15 minutesIngredients1 pound shrimp, washed, shelled, deveined1/2 pound shiitake or brown mushrooms, washed, ends trimmed, sliced thin2 garlic cloves, peeled, finely chopped2 shallots, peeled, finely chopped2 teaspoons sweet butterOlive oilSea salt and pepperMethodHeat a frying pan, drizzle with olive oil, season with sea salt and pepper, add the shrimp and 1 teaspoon of the butter. Cook until pink and lightly browned on both sides, 5-6 minutes total. Remove from the pan.Drizzle olive oil into the same pan, add the mushrooms, garlic, and shallots. Saute until lightly browned, add the other teaspoon of butter. Season with salt and pepper. Move the mushrooms to one side and return the shrimp to the pan to reheat.Serve either mixed together or separated on the plate.Grilled SteakYield: 1 servingTime: 15 minutesIngredients1 10 oz. steak, T-Bone, Porterhouse, Rib Eye with the Bone-in, washed, pat dryOlive oilSea salt and black pepperMethodPreheat the grill or broiler. Drizzle olive oil on a large plate, season with sea salt and black pepper. Dredge the steak through the olive oil. Put on the hot grill or on a tray in the broiler. Turn every 5 minutes until done to your taste.Put on a plate, cover lightly with a piece of aluminum foil for 5 minutes, then transfer to a dinner plate, top with the juices, and serve immediately.Dirty MartiniYield: 1 servingTime: 2 minutesIngredients3 jiggers of vodka, freezer coldVermouth to taste1 cocktail olive1/4 teaspoon olive juiceMethodI avoid the shake vs. stirred debate by keeping the vodka in the freezer. Stick a toothpick in the olive and put into the bottom of the martini glass. Add the vodka, vermouth, and olive juice.Flourless Chocolate Cake with Roasted WalnutsAnd for the ideal dessert: a piece of flourless chocolate cake with roasted walnuts, topped with whipped cream. Recipe will be forthcoming. Until then, here's the photograph."
470,Open-Faced Tuna Nicoise Sandwich,317,FALSE,FALSE,FALSE,TRUE,45,"lunch,main course,main dish,dinner","ahi tuna steaks,anchovy,arugula,bread,capers,fresh rosemary,lemons,olive oil,parsley,salt and pepper",,462,0,"Remove the heads from the shrimp as well as the legs and shells, but leave the tails on. Set the shells aside for the stock, then devein the shrimp by making a shallow incision along the back side of the shrimp from head to tail and removing any brown ""gunk"".Remove the legs and claws from the crab by twisting and pulling, this will subdue the poor guy pretty quickly. Remove the little flap on the underside of the crab then pry the top shell away from the body, reserving for the stock. Use a wrench or nutcracker to crack the legs and claws. Cut each body into 4 segments. Refrigerate until ready to use.Heat a large stockpot over medium heat until hot. Add about 2 tablespoons of olive oil then add the onions, celery, parsnips, and garlic. Fry until soft, fragrant and starting to brown around the edges.Add the wine and turn up to heat to bring to a boil. Boil for 5 minutes to burn off the alcohol.Add the water, fish bones, shrimp heads/shells, the top shells of the crab, thyme, oregano, parsley, bay leaves, and salt. Bring this to a boil and skim off any foam that accumulates on the surface.Once there is no more foam forming, turn the heat down to medium low, cover and simmer for 2 hours.Strain through a colander and press on the solids with a potato masher to get every last bit of stock out. Discard the solids.Rinse the pot, place over medium heat and add a splash of oil. Fry the onions and garlic until soft and fragrant, then add the tomatoes and basil.Return the fish stock you made to the pot along with the crushed stewed tomatoes, and anchovy, and bring to a boil.Lower the heat to medium low then add the crab, snapper, and clams and cover the pot. Let this simmer until the clams are open and the fish is cooked (about 10 minutes).Add the shrimp and continue cooking until the shrimp just turn pink (another minute or two).Serve the Cioppino in large bowls with some chopped parsley or chervil to garnish, and a big hunk of crusty sourdough bread."
471,Piquillo-Pepper Num Pangs,262,FALSE,FALSE,FALSE,FALSE,45,side dish,"anchovy,asian fish sauce,carrots,cider vinegar,cilantro,crushed red pepper,cucumber,lime juice,mayonnaise,olive oil,piquillo peppers,salt and pepper,sriracha sauce,sub rolls,sugar,thai basil,unsalted butter,whole garlic",,480,0,
472,Creamy Anchoïade with Crudités,52,FALSE,FALSE,TRUE,TRUE,15,side dish,"anchovies,garlic cloves,olive oil,root vegetables",,271,0,"In a medium bowl, toss the carrots with the vinegar and sugar. Let stand at room temperature for 1 hour; stir occasionally. In a food processor, combine the basil, anchovies, lime juice, fish sauce, crushed red pepper and chopped garlic and process to a paste. With the machine on, slowly pour in the olive oil and puree until blended. Season with salt and pepper. Let stand at room temperature for at least 30 minutes. Preheat the broiler. Spread the cut sides of the baguettes with the butter. Toast 3 inches from the heat. Rub the toasted sides with the garlic clove; spread with the mayonnaise. Drizzle with the Sriracha. Arrange the cucumber, carrots and piquillo peppers on the bottoms and garnish with the cilantro. Spread the tops with the pesto and close the sandwiches. Cut in half and serve."
473,Pork Ribs with Orange and Tomato Glaze,243,FALSE,FALSE,TRUE,TRUE,150,"lunch,main course,main dish,dinner","baby back ribs,bay leaves,black pepper,crushed red pepper,dry white wine,garlic cloves,kosher salt,oil packed sun dried tomatoes,oil-packed anchovies,orange juice,orange marmalade,orange zest,red wine vinegar,rosemary,shallots,tomato paste",,393,4,"In a mini food processor or blender, puree the anchovies with the garlic. With the machine on, pour in the olive oil until blended. Transfer the anchoade to a serving bowl; serve with the vegetables."
474,Chickpea and Pasta Soup,908,FALSE,FALSE,FALSE,FALSE,50,"lunch,main course,main dish,dinner","canned chickpeas,canned tomatoes,ditalini,fresh parsley,fresh rosemary,garlic cloves,kale,low sodium chicken broth,olive oil,parmesan cheese,pepper,rosemary,salt",,591,0,"In a food processor, combine the shallots, garlic, anchovies, sun-dried tomatoes, tomato paste, bay leaves and marmalade and process to a smooth paste. Transfer to a large bowl and add the wine, orange juice, vinegar, rosemary, orange zest, salt, crushed red pepper and black pepper. Add the ribs and toss to coat evenly. Cover and refrigerate, turning occasionally for at least 6 hours or overnight. Preheat the oven to 375. Remove the ribs from the marinade and arrange them in a single layer on 2 large rimmed baking sheets. Cover with foil and bake for 1 hour. Pour the marinade into a medium saucepan and bring to a boil; let cool. Drain any fat and liquid from the ribs. Continue baking, uncovered, for about 1 hour longer, turning and basting occasionally with the reserved marinade, until the meat is very tender. Transfer the ribs to a platter and serve right away."
475,Kale Salad With Bagna Cauda Vinaigrette,115,FALSE,FALSE,TRUE,FALSE,45,salad,"anchovies,capers,garlic cloves,juice of lemon,kale,nuts,olive oil,unsalted butter",,129,0,"Heat oil in a large pot over medium heat. Add garlic, rosemary, and anchovies, and saut 1 minute. Add tomato and next 4 ingredients, and bring to a boil; reduce heat, and simmer 20 minutes. Add pasta; simmer 11 minutes or until pasta is al dente (softened but still firm). Stir in kale and parsley, and cook 5 minutes. To serve, top with Parmesan cheese. Garnish, if desired. Note: The soup thickens as it stands. To reheat, thin with water or additional chicken broth."
476,Hot Nicoise Salad,337,FALSE,FALSE,TRUE,TRUE,24,salad,"ahi tuna steaks,cherry tomatoes,coarse salt,eggs,extra virgin olive oil,fresh basil leaves,green beans,lemon,oil-packed anchovies,olives,roasted red bell pepper,roasted red bell pepper",,502,0,"Remove the thick stem from the center of the kale by carefully tearing away the bottom part of the leaves and then pulling up along the stem. The leaf should come away in tact, missing the center when the stem once was.Stack the kale leaves with the largest at the bottom, smallest at the top. Roll the leaves width-wise into a cigar. Turn the roll over so that the opening is touching the cutting board. Thinly slice the cigar the result will be beautiful ribbons of kale.In a large mixing bowl, toss the kale ribbons together with the dressing. Taste for seasoning and serve with nuts sprinkled on top, if using.In a small food processor or blender, combine the anchovies and oil from the tin, capers, garlic, and lemon zest and juice. Pulse until coarsely chopped.Meanwhile, melt the butter in a small saucepan or in the microwave.Add the olive oil to the processor and puree until emulsified. Stream in the hot melted butter and pulse a few more times until combined. Taste for seasoning - the anchovies and capers can be salty, so you dont want to add more until the end.To serve, toss vinaigrette with raw kale, escarole, or spinach. Or serve alongside raw vegetables as a more traditional dipping sauce. Dressing can keep for up to a week in the fridge. Reheat slightly in the microwave before using."
477,"Tagliatelle With Purple Sprouting Broccoli, Anchovies And Pecorino",38,FALSE,FALSE,FALSE,FALSE,20,"antipasti,starter,snack,appetizer,antipasto,hor d'oeuvre","anchovies,broccoli,garlic clove,olive oil,pecorino,pecorino romano,red chilli,salt and pepper,tagliatelle",,130,0,
478,Italian Tomato Spaghetti,27,FALSE,FALSE,FALSE,TRUE,25,"antipasti,starter,snack,appetizer,antipasto,hor d'oeuvre","anchovy fillets,black olives,canned tomatoes,capers,fig spread,fresh parsley,garlic,spaghetti",,50,0,
479,Four-Herb Green Goddess Dressing,25,FALSE,FALSE,TRUE,FALSE,17,"antipasti,starter,snack,appetizer,antipasto,hor d'oeuvre","canned anchovy,fresh chives,fresh parsley leaves,fresh tarragon leaves,garlic clove,greek yogurt,lemon juice,low fat mayonnaise,pepper sauce,worcestershire sauce",,29,0,"Heat the Bertolli spread in a saucepan and saut garlic and anchovies until soft.Add capers, olives and tomatoes and simmer for 15-20 minutes.Meanwhile cook the dried spaghetti according to pack instructions. Drain.Add the Italian spaghetti to the sauce, toss well together and serve sprinkled with parsley.Heat the Bertolli spread in a saucepan and saut garlic and anchovies until soft.Add capers, olives and tomatoes and simmer for 15-20 minutes.Meanwhile cook the dried spaghetti according to pack instructions. Drain.Add the Italian spaghetti to the sauce, toss well together and serve sprinkled with parsley."
480,Mixed Olive Tapenade,18,FALSE,FALSE,TRUE,TRUE,45,"antipasti,starter,snack,appetizer,antipasto,hor d'oeuvre","black pepper,canned anchovy fillets,capers,fresh flat-leaf parsley,fresh thyme,garlic clove,green olives,kalamata olives,lemon rind,oil cured black olives",,25,0,Place first 7 ingredients in a blender or food processor; process until smooth. Add parsley and remaining ingredients; process until herbs are minced.
481,Hearts of Romaine Caesar Salad with Grilled Chicken,314,FALSE,FALSE,TRUE,FALSE,45,salad,"black pepper,canned anchovy,chicken breasts,croutons,egg,extravirgin olive oil,garlic cloves,kosher salt,lemon juice,parmigiano reggiano cheese,romaine hearts,water",,335,0,Combine all ingredients in a food processor; pulse 10 times or until olives are finely chopped.
482,Roasted Red Pepper Bagna Cauda,70,FALSE,FALSE,TRUE,TRUE,45,side dish,"black pepper,canned anchovy fillets,crushed red pepper,fresh parsley,garlic,kosher salt,lemon juice,olive oil,red bell peppers",,65,0,"Place egg in a small bowl or coffee mug; cover with boiling water. Let stand 1 minute. Rinse egg with cold water; break egg into a small bowl. Combine pepper and next 3 ingredients (through garlic) in a mini food processor; process until minced. Add egg and juice; process 1 minute or until thick. Gradually add oil and 1 tablespoon water, processing until blended. Combine croutons, lettuce, Lemon-Grilled Chicken Breasts, and egg mixture in a large bowl; toss gently. Divide salad evenly among 4 plates. Sprinkle each serving with 1 tablespoon cheese."
483,Tuna Tonnato with Eggplant Salad,387,FALSE,FALSE,FALSE,TRUE,30,"lunch,main course,main dish,dinner","anchovy fillet,bread cubes,capers,eggplant,garlic,grape tomatoes,lemon juice,lemon zest,mayonnaise,mint,olive oil,parsley,red wine vinegar,tuna",,368,0,"Preheat oven to 350. Remove white papery skin from garlic head (do not peel or separate the cloves). Wrap in foil. Bake at 350 for 1 hour; cool 10 minutes. Separate cloves; squeeze to extract garlic pulp. Discard skins. Set aside 1 tablespoon garlic pulp; reserve remaining pulp for another use. Preheat broiler. Cut the red bell peppers in half lengthwise, and discard seeds and membranes. Place pepper halves, skin sides up, on a foil-lined baking sheet; flatten with hand. Broil for 15 minutes or until blackened. Place in a paper bag; fold to close tightly. Let stand for 20 minutes; peel. Combine bell peppers, reserved garlic, oil, and next 5 ingredients (through black pepper) in a food processor; process until smooth. Sprinkle with parsley."
484,Caesar Salad With Toasty Garlic Croutons,644,FALSE,FALSE,FALSE,FALSE,45,salad,"anchovies,bell pepper,bread,capers,dried basil,dried parsley,extra virgin olive oil,garlic,garlic powder,honey dijon,juice of lemon,mayonnaise,olive oil,parmesan,romaine,sea salt,worcestershire sauce",,624,0,"Blend 1/4 cup tuna, anchovy, mayonnaise, oil, capers, and lemon juice in a blender until smooth to make tonnato sauce. Pulse eggplant, garlic, parsley, zest, vinegar, 1/2 teaspoon salt, and 1/4 teaspoon pepper in a food processor until combined but not smooth. Toss tomatoes with mint, 1/2 teaspoon salt, and 1/4 teaspoon pepper. Divide eggplant mixture among jars and layer remaining tuna (broken up into large chunks), tonnato sauce, croutons, and tomatoes (including juices) on top. Drizzle with olive oil. Cooks' note:Assembled jars can be chilled up to 6 hours. Serve at room temperature."
485,Seriously Italian: Escarole And Walnut Salad With Anchovy Dressing,253,TRUE,FALSE,TRUE,FALSE,45,side dish,"escarole,extra virgin olive oil,garlic clove,goat cheese,juice of lemon,lemon,salt and pepper,walnut pieces",,652,0,
486,"Cook the Book: Deviled Egg Salad with Anchovies, Hot Smoked Paprika, and Tomato",203,FALSE,FALSE,FALSE,TRUE,45,salad,"anchovies,apple cider vinegar,bread,eggs,garlic clove,kosher salt,mayonnaise,smoked paprika,tomato",,395,0,
487,The Secret Ingredient (anchovy): Halibut Poached In Olive Oil W,733,FALSE,FALSE,TRUE,TRUE,58,"lunch,main course,main dish,dinner","anchovies,basil,caper berries,capers,halibut fillets,herbes de provence,lemon zest,olive oil,olives,olives",,708,0,"In a large bowl, mix together the mayonnaise, anchovies, vinegar, and paprika. On a cutting board, use the flat side of a knife to mash together the garlic and salt until a paste forms (or use a mortar and pestle). Add the paste to the bowl and toss to combine. Mix in the eggs. Divide the salad between 2 slices of bread, top with tomato, and sandwich with the remaining 2 bread slices. Serve immediately."
489,Marinated Vegetables: Verdure in Scapece,276,FALSE,FALSE,TRUE,TRUE,59,side dish,"eggplants,garlic cloves,olive oil,oregano,red bell peppers,salt,salt packed anchovy,white wine vinegar,yellow bell peppers,zucchini",,125,0,
